,Transported,CryoSleep,Age,VIP,,Transported',,VIP,Age,CryoSleep,B_0
3738,0,0,4,0,,"0,03052467052",FALSE,,,,
3739,0,1,12,0,,"0,09157401155",FALSE,,,,
3743,0,1,8,0,,"0,06104934103",FALSE,,,,
3747,0,1,45,0,,"0,3434025433",TRUE,,,,
3751,0,1,38,0,,"0,2899843699",FALSE,,,,
3752,0,0,14,0,,"0,1068363468",FALSE,,,,
3753,0,0,42,0,,"0,3205090404",TRUE,,,,
3754,0,0,28,0,,"0,2136726936",FALSE,,,,
3755,0,0,34,0,,"0,2594596994",FALSE,,,,
3756,0,0,21,1,,"0,2050266425",FALSE,,,,
3759,0,1,26,0,,"0,1984103584",FALSE,,,,
3760,0,0,23,0,,"0,1755168555",FALSE,,,,
3761,0,0,20,0,,"0,1526233526",FALSE,,,,
3763,0,0,37,0,,"0,2823532023",FALSE,,,,
3764,0,0,32,0,,"0,2441973641",FALSE,,,,
3765,0,0,37,0,,"0,2823532023",FALSE,,,,
3766,0,0,27,0,,"0,206041526",FALSE,,,,
3770,0,1,10,0,,"0,07631167629",FALSE,,,,
3771,0,0,0,0,,0,FALSE,,,,
3772,0,1,21,0,,"0,1602545202",FALSE,,,,
3773,0,0,8,0,,"0,06104934103",FALSE,,,,
3778,0,1,38,0,,"0,2899843699",FALSE,,,,
3780,0,0,22,0,,"0,1678856878",FALSE,,,,
3782,0,1,24,0,,"0,1831480231",FALSE,,,,
3783,0,0,24,0,,"0,1831480231",FALSE,,,,
3784,0,1,34,0,,"0,2594596994",FALSE,,,,
3788,0,0,27,0,,"0,206041526",FALSE,,,,
3789,0,0,32,0,,"0,2441973641",FALSE,,,,
3792,0,0,49,0,,"0,3739272138",TRUE,,,,
3795,0,1,25,0,,"0,1907791907",FALSE,,,,
3796,0,0,36,0,,"0,2747220347",FALSE,,,,
3798,0,0,21,0,,"0,1602545202",FALSE,,,,
3799,0,0,36,0,,"0,2747220347",FALSE,,,,
3800,0,0,54,0,,"0,412083052",TRUE,,,,
3801,0,0,30,0,,"0,2289350289",FALSE,,,,
3806,0,0,25,0,,"0,1907791907",FALSE,,,,
3807,0,1,18,0,,"0,1373610173",FALSE,,,,
3809,0,0,27,0,,"0,206041526",FALSE,,,,
3814,0,0,38,0,,"0,2899843699",FALSE,,,,
3815,0,0,23,0,,"0,1755168555",FALSE,,,,
3816,0,1,21,0,,"0,1602545202",FALSE,,,,
3817,0,0,55,0,,"0,4197142196",TRUE,,,,
3818,0,0,20,0,,"0,1526233526",FALSE,,,,
3819,0,0,50,0,,"0,3815583815",TRUE,,,,
3820,0,0,22,0,,"0,1678856878",FALSE,,,,
3826,0,0,24,0,,"0,1831480231",FALSE,,,,
3827,0,0,14,0,,"0,1068363468",FALSE,,,,
3829,0,0,15,0,,"0,1144675144",FALSE,,,,
3830,0,1,30,0,,"0,2289350289",FALSE,,,,
3832,0,0,38,0,,"0,2899843699",FALSE,,,,
3834,0,1,31,0,,"0,2365661965",FALSE,,,,
3835,0,0,41,0,,"0,3128778728",TRUE,,,,
3837,0,0,23,0,,"0,1755168555",FALSE,,,,
3841,0,0,25,0,,"0,1907791907",FALSE,,,,
3846,0,1,19,0,,"0,144992185",FALSE,,,,
3848,0,1,27,0,,"0,206041526",FALSE,,,,
3851,0,0,54,1,,"0,4568551743",TRUE,,,,
3854,0,0,23,0,,"0,1755168555",FALSE,,,,
3857,0,1,18,0,,"0,1373610173",FALSE,,,,
3859,0,0,58,0,,"0,4426077225",TRUE,,,,
3860,0,0,39,0,,"0,2976155375",FALSE,,,,
3861,0,0,23,0,,"0,1755168555",FALSE,,,,
3862,0,0,11,0,,"0,08394284392",FALSE,,,,
3864,0,1,29,0,,"0,2213038612",FALSE,,,,
3865,0,0,36,0,,"0,2747220347",FALSE,,,,
3866,0,0,13,0,,"0,09920517918",FALSE,,,,
3872,0,0,35,0,,"0,267090867",FALSE,,,,
3874,0,1,15,1,,"0,1592396367",FALSE,,,,
3875,0,0,27,0,,"0,206041526",FALSE,,,,
3876,0,0,15,0,,"0,1144675144",FALSE,,,,
3882,0,0,27,1,,"0,2508136483",FALSE,,,,
3883,0,0,38,0,,"0,2899843699",FALSE,,,,
3884,0,0,28,0,,"0,2136726936",FALSE,,,,
3888,0,1,23,0,,"0,1755168555",FALSE,,,,
3890,0,0,58,0,,"0,4426077225",TRUE,,,,
3892,0,0,24,0,,"0,1831480231",FALSE,,,,
3893,0,0,56,0,,"0,4273453872",TRUE,,,,
3896,0,0,27,0,,"0,206041526",FALSE,,,,
3897,0,0,47,0,,"0,3586648786",TRUE,,,,
3898,0,0,37,0,,"0,2823532023",FALSE,,,,
3902,0,0,38,0,,"0,2899843699",FALSE,,,,
3903,0,0,46,0,,"0,3510337109",TRUE,,,,
3908,0,0,44,0,,"0,3357713757",TRUE,,,,
3909,0,0,19,0,,"0,144992185",FALSE,,,,
3916,0,0,31,0,,"0,2365661965",FALSE,,,,
3918,0,0,33,0,,"0,2518285318",FALSE,,,,
3919,0,0,43,0,,"0,3281402081",TRUE,,,,
3920,0,0,43,1,,"0,3729123303",TRUE,,,,
3921,0,0,36,0,,"0,2747220347",FALSE,,,,
3922,0,0,19,0,,"0,144992185",FALSE,,,,
3926,0,0,17,0,,"0,1297298497",FALSE,,,,
3927,0,0,18,0,,"0,1373610173",FALSE,,,,
3932,0,0,19,0,,"0,144992185",FALSE,,,,
3934,0,0,40,0,,"0,3052467052",FALSE,,,,
3936,0,0,7,0,,"0,0534181734",FALSE,,,,
3938,0,0,37,0,,"0,2823532023",FALSE,,,,
3939,0,0,22,0,,"0,1678856878",FALSE,,,,
3942,0,0,37,0,,"0,2823532023",FALSE,,,,
3947,0,0,23,0,,"0,1755168555",FALSE,,,,
3948,0,0,23,0,,"0,1755168555",FALSE,,,,
3949,0,0,34,1,,"0,3042318217",FALSE,,,,
3955,0,0,40,0,,"0,3052467052",FALSE,,,,
3956,0,0,32,0,,"0,2441973641",FALSE,,,,
3957,0,0,31,0,,"0,2365661965",FALSE,,,,
3959,0,0,29,0,,"0,2213038612",FALSE,,,,
3960,0,0,28,0,,"0,2136726936",FALSE,,,,
3963,0,1,22,0,,"0,1678856878",FALSE,,,,
3964,0,0,13,0,,"0,09920517918",FALSE,,,,
3965,0,0,21,0,,"0,1602545202",FALSE,,,,
3968,0,0,27,0,,"0,206041526",FALSE,,,,
3971,0,0,68,0,,"0,5189193988",TRUE,,,,
3974,0,0,36,0,,"0,2747220347",FALSE,,,,
3977,0,0,30,0,,"0,2289350289",FALSE,,,,
3981,0,0,29,0,,"0,2213038612",FALSE,,,,
3983,0,0,30,0,,"0,2289350289",FALSE,,,,
3984,0,0,33,0,,"0,2518285318",FALSE,,,,
3986,0,0,62,0,,"0,473132393",TRUE,,,,
3988,0,0,27,0,,"0,206041526",FALSE,,,,
3989,0,1,18,0,,"0,1373610173",FALSE,,,,
3992,0,0,37,0,,"0,2823532023",FALSE,,,,
3993,0,1,24,0,,"0,1831480231",FALSE,,,,
3994,0,0,29,0,,"0,2213038612",FALSE,,,,
3995,0,0,44,0,,"0,3357713757",TRUE,,,,
3996,0,0,19,0,,"0,144992185",FALSE,,,,
3997,0,0,39,0,,"0,2976155375",FALSE,,,,
3998,0,1,63,0,,"0,4807635606",TRUE,,,,
3999,0,0,39,0,,"0,2976155375",FALSE,,,,
4004,0,0,26,0,,"0,1984103584",FALSE,,,,
4005,0,0,24,0,,"0,1831480231",FALSE,,,,
4009,0,0,30,0,,"0,2289350289",FALSE,,,,
4012,0,0,19,0,,"0,144992185",FALSE,,,,
4015,0,0,24,0,,"0,1831480231",FALSE,,,,
4017,0,1,36,0,,"0,2747220347",FALSE,,,,
4023,0,1,35,0,,"0,267090867",FALSE,,,,
4024,0,0,41,0,,"0,3128778728",TRUE,,,,
4029,0,0,38,0,,"0,2899843699",FALSE,,,,
4030,0,0,56,0,,"0,4273453872",TRUE,,,,
4034,0,0,37,0,,"0,2823532023",FALSE,,,,
4036,0,0,22,0,,"0,1678856878",FALSE,,,,
4037,0,0,26,0,,"0,1984103584",FALSE,,,,
4040,0,0,27,0,,"0,206041526",FALSE,,,,
4043,0,0,48,0,,"0,3662960462",TRUE,,,,
4044,0,0,24,0,,"0,1831480231",FALSE,,,,
4047,0,0,25,0,,"0,1907791907",FALSE,,,,
4050,0,0,22,0,,"0,1678856878",FALSE,,,,
4053,0,0,28,0,,"0,2136726936",FALSE,,,,
4055,0,1,34,0,,"0,2594596994",FALSE,,,,
4064,0,0,47,0,,"0,3586648786",TRUE,,,,
4068,0,0,28,0,,"0,2136726936",FALSE,,,,
4070,0,0,50,0,,"0,3815583815",TRUE,,,,
4072,0,0,55,0,,"0,4197142196",TRUE,,,,
4074,0,0,39,0,,"0,2976155375",FALSE,,,,
4075,0,0,21,1,,"0,2050266425",FALSE,,,,
4078,0,0,23,0,,"0,1755168555",FALSE,,,,
4080,0,0,23,0,,"0,1755168555",FALSE,,,,
4082,0,0,28,0,,"0,2136726936",FALSE,,,,
4084,0,0,54,0,,"0,412083052",TRUE,,,,
4089,0,0,13,0,,"0,09920517918",FALSE,,,,
4093,0,0,19,0,,"0,144992185",FALSE,,,,
4094,0,0,21,0,,"0,1602545202",FALSE,,,,
4096,0,0,39,0,,"0,2976155375",FALSE,,,,
4101,0,0,42,0,,"0,3205090404",TRUE,,,,
4102,0,0,36,0,,"0,2747220347",FALSE,,,,
4108,0,0,32,0,,"0,2441973641",FALSE,,,,
4112,0,0,27,0,,"0,206041526",FALSE,,,,
4114,0,0,13,0,,"0,09920517918",FALSE,,,,
4115,0,1,5,0,,"0,03815583815",FALSE,,,,
4116,0,0,18,0,,"0,1373610173",FALSE,,,,
4117,0,0,23,0,,"0,1755168555",FALSE,,,,
4118,0,0,23,0,,"0,1755168555",FALSE,,,,
4120,0,0,25,0,,"0,1907791907",FALSE,,,,
4121,0,0,32,0,,"0,2441973641",FALSE,,,,
4126,0,1,29,0,,"0,2213038612",FALSE,,,,
4127,0,0,55,0,,"0,4197142196",TRUE,,,,
4128,0,0,41,0,,"0,3128778728",TRUE,,,,
4129,0,1,38,0,,"0,2899843699",FALSE,,,,
4134,0,0,23,0,,"0,1755168555",FALSE,,,,
4136,0,0,33,0,,"0,2518285318",FALSE,,,,
4137,0,0,45,0,,"0,3434025433",TRUE,,,,
4141,0,0,19,0,,"0,144992185",FALSE,,,,
4143,0,0,39,0,,"0,2976155375",FALSE,,,,
4144,0,0,31,0,,"0,2365661965",FALSE,,,,
4146,0,0,16,0,,"0,1220986821",FALSE,,,,
4148,0,0,38,0,,"0,2899843699",FALSE,,,,
4149,0,1,50,0,,"0,3815583815",TRUE,,,,
4150,0,1,21,0,,"0,1602545202",FALSE,,,,
4153,0,0,36,0,,"0,2747220347",FALSE,,,,
4158,0,0,40,0,,"0,3052467052",FALSE,,,,
4159,0,0,28,0,,"0,2136726936",FALSE,,,,
4160,0,0,38,0,,"0,2899843699",FALSE,,,,
4161,0,0,37,0,,"0,2823532023",FALSE,,,,
4171,0,0,28,0,,"0,2136726936",FALSE,,,,
4174,0,0,28,0,,"0,2136726936",FALSE,,,,
4179,0,0,20,0,,"0,1526233526",FALSE,,,,
4182,0,0,21,0,,"0,1602545202",FALSE,,,,
4183,0,1,2,0,,"0,01526233526",FALSE,,,,
4184,0,0,43,0,,"0,3281402081",TRUE,,,,
4185,0,0,28,0,,"0,2136726936",FALSE,,,,
4186,0,0,31,1,,"0,2813383188",FALSE,,,,
4189,0,0,43,0,,"0,3281402081",TRUE,,,,
4190,0,0,28,0,,"0,2136726936",FALSE,,,,
4191,0,0,24,0,,"0,1831480231",FALSE,,,,
4192,0,0,27,0,,"0,206041526",FALSE,,,,
4193,0,0,13,0,,"0,09920517918",FALSE,,,,
4194,0,0,27,0,,"0,206041526",FALSE,,,,
4198,0,0,50,1,,"0,4263305038",TRUE,,,,
4200,0,0,26,0,,"0,1984103584",FALSE,,,,
4201,0,0,31,0,,"0,2365661965",FALSE,,,,
4202,0,0,28,0,,"0,2136726936",FALSE,,,,
4203,0,0,4,0,,"0,03052467052",FALSE,,,,
4206,0,1,35,0,,"0,267090867",FALSE,,,,
4208,0,0,25,0,,"0,1907791907",FALSE,,,,
4209,0,0,63,0,,"0,4807635606",TRUE,,,,
4211,0,0,35,0,,"0,267090867",FALSE,,,,
4213,0,0,39,0,,"0,2976155375",FALSE,,,,
4214,0,0,34,0,,"0,2594596994",FALSE,,,,
4215,0,0,36,0,,"0,2747220347",FALSE,,,,
4220,0,1,35,0,,"0,267090867",FALSE,,,,
4221,0,0,11,0,,"0,08394284392",FALSE,,,,
4222,0,1,14,0,,"0,1068363468",FALSE,,,,
4224,0,0,11,0,,"0,08394284392",FALSE,,,,
4227,0,0,39,0,,"0,2976155375",FALSE,,,,
4228,0,0,7,0,,"0,0534181734",FALSE,,,,
4229,0,0,24,0,,"0,1831480231",FALSE,,,,
4231,0,1,26,0,,"0,1984103584",FALSE,,,,
4233,0,0,40,0,,"0,3052467052",FALSE,,,,
4234,0,0,19,0,,"0,144992185",FALSE,,,,
4235,0,0,54,0,,"0,412083052",TRUE,,,,
4236,0,0,21,0,,"0,1602545202",FALSE,,,,
4237,0,0,25,0,,"0,1907791907",FALSE,,,,
4244,0,0,34,0,,"0,2594596994",FALSE,,,,
4246,0,0,0,0,,0,FALSE,,,,
4248,0,0,37,0,,"0,2823532023",FALSE,,,,
4249,0,0,37,0,,"0,2823532023",FALSE,,,,
4250,0,0,49,0,,"0,3739272138",TRUE,,,,
4251,0,0,18,0,,"0,1373610173",FALSE,,,,
4254,0,0,43,0,,"0,3281402081",TRUE,,,,
4255,0,0,20,0,,"0,1526233526",FALSE,,,,
4260,0,0,20,0,,"0,1526233526",FALSE,,,,
4261,0,0,20,0,,"0,1526233526",FALSE,,,,
4262,0,0,24,0,,"0,1831480231",FALSE,,,,
4263,0,0,44,0,,"0,3357713757",TRUE,,,,
4268,0,0,20,1,,"0,1973954749",FALSE,,,,
4272,0,0,42,0,,"0,3205090404",TRUE,,,,
4275,0,0,55,1,,"0,4644863419",TRUE,,,,
4276,0,0,21,0,,"0,1602545202",FALSE,,,,
4277,0,0,17,0,,"0,1297298497",FALSE,,,,
4278,0,0,54,0,,"0,412083052",TRUE,,,,
4281,0,0,45,0,,"0,3434025433",TRUE,,,,
4284,0,0,30,0,,"0,2289350289",FALSE,,,,
4285,0,0,24,0,,"0,1831480231",FALSE,,,,
4286,0,0,27,0,,"0,206041526",FALSE,,,,
4287,0,0,42,0,,"0,3205090404",TRUE,,,,
4289,0,1,37,0,,"0,2823532023",FALSE,,,,
4292,0,0,23,0,,"0,1755168555",FALSE,,,,
4294,0,0,23,0,,"0,1755168555",FALSE,,,,
4295,0,1,21,0,,"0,1602545202",FALSE,,,,
4296,0,0,37,0,,"0,2823532023",FALSE,,,,
4301,0,0,32,0,,"0,2441973641",FALSE,,,,
4302,0,0,31,0,,"0,2365661965",FALSE,,,,
4303,0,0,27,0,,"0,206041526",FALSE,,,,
4310,0,0,64,0,,"0,4883947283",TRUE,,,,
4311,0,0,31,0,,"0,2365661965",FALSE,,,,
4313,0,0,27,0,,"0,206041526",FALSE,,,,
4317,0,0,36,0,,"0,2747220347",FALSE,,,,
4319,0,0,36,0,,"0,2747220347",FALSE,,,,
4320,0,0,37,0,,"0,2823532023",FALSE,,,,
4321,0,0,45,0,,"0,3434025433",TRUE,,,,
4322,0,0,22,0,,"0,1678856878",FALSE,,,,
4323,0,1,24,0,,"0,1831480231",FALSE,,,,
4324,0,0,23,0,,"0,1755168555",FALSE,,,,
4326,0,0,37,0,,"0,2823532023",FALSE,,,,
4327,0,0,28,0,,"0,2136726936",FALSE,,,,
4332,0,0,53,0,,"0,4044518844",TRUE,,,,
4333,0,1,46,0,,"0,3510337109",TRUE,,,,
4337,0,0,58,0,,"0,4426077225",TRUE,,,,
4343,0,0,27,0,,"0,206041526",FALSE,,,,
4350,0,0,26,0,,"0,1984103584",FALSE,,,,
4351,0,0,52,0,,"0,3968207167",TRUE,,,,
4352,0,0,36,0,,"0,2747220347",FALSE,,,,
4353,0,0,41,0,,"0,3128778728",TRUE,,,,
4354,0,0,14,0,,"0,1068363468",FALSE,,,,
4356,0,0,24,0,,"0,1831480231",FALSE,,,,
4359,0,0,45,0,,"0,3434025433",TRUE,,,,
4360,0,0,41,0,,"0,3128778728",TRUE,,,,
4367,0,0,45,0,,"0,3434025433",TRUE,,,,
4368,0,0,42,0,,"0,3205090404",TRUE,,,,
4371,0,0,47,0,,"0,3586648786",TRUE,,,,
4375,0,0,23,0,,"0,1755168555",FALSE,,,,
4376,0,0,9,0,,"0,06868050866",FALSE,,,,
4377,0,0,17,0,,"0,1297298497",FALSE,,,,
4378,0,0,26,0,,"0,1984103584",FALSE,,,,
4379,0,0,38,0,,"0,2899843699",FALSE,,,,
4380,0,0,24,0,,"0,1831480231",FALSE,,,,
4382,0,1,2,0,,"0,01526233526",FALSE,,,,
4384,0,1,9,0,,"0,06868050866",FALSE,,,,
4385,0,0,30,0,,"0,2289350289",FALSE,,,,
4386,0,1,5,0,,"0,03815583815",FALSE,,,,
4387,0,0,2,1,,"0,06003445755",FALSE,,,,
4388,0,0,32,0,,"0,2441973641",FALSE,,,,
4397,0,0,38,0,,"0,2899843699",FALSE,,,,
4398,0,1,21,0,,"0,1602545202",FALSE,,,,
4402,0,1,41,0,,"0,3128778728",TRUE,,,,
4403,0,0,19,0,,"0,144992185",FALSE,,,,
4405,0,0,30,0,,"0,2289350289",FALSE,,,,
4406,0,0,38,0,,"0,2899843699",FALSE,,,,
4408,0,0,17,0,,"0,1297298497",FALSE,,,,
4411,0,0,37,0,,"0,2823532023",FALSE,,,,
4416,0,0,27,0,,"0,206041526",FALSE,,,,
4417,0,0,15,0,,"0,1144675144",FALSE,,,,
4418,0,0,29,1,,"0,2660759835",FALSE,,,,
4422,0,0,21,0,,"0,1602545202",FALSE,,,,
4425,0,0,60,0,,"0,4578700578",TRUE,,,,
4426,0,0,30,0,,"0,2289350289",FALSE,,,,
4427,0,1,30,0,,"0,2289350289",FALSE,,,,
4429,0,0,26,0,,"0,1984103584",FALSE,,,,
4430,0,0,38,0,,"0,2899843699",FALSE,,,,
4432,0,0,27,0,,"0,206041526",FALSE,,,,
4433,0,0,65,0,,"0,4960258959",TRUE,,,,
4435,0,0,20,0,,"0,1526233526",FALSE,,,,
4436,0,1,24,0,,"0,1831480231",FALSE,,,,
4437,0,1,16,0,,"0,1220986821",FALSE,,,,
4442,0,0,24,0,,"0,1831480231",FALSE,,,,
4443,0,0,27,0,,"0,206041526",FALSE,,,,
4449,0,0,23,0,,"0,1755168555",FALSE,,,,
4451,0,0,50,0,,"0,3815583815",TRUE,,,,
4456,0,0,30,0,,"0,2289350289",FALSE,,,,
4457,0,0,29,0,,"0,2213038612",FALSE,,,,
4465,0,0,27,0,,"0,206041526",FALSE,,,,
4466,0,0,53,0,,"0,4044518844",TRUE,,,,
4467,0,0,28,0,,"0,2136726936",FALSE,,,,
4468,0,0,31,0,,"0,2365661965",FALSE,,,,
4469,0,0,56,0,,"0,4273453872",TRUE,,,,
4470,0,0,36,0,,"0,2747220347",FALSE,,,,
4471,0,0,30,0,,"0,2289350289",FALSE,,,,
4475,0,0,24,0,,"0,1831480231",FALSE,,,,
4476,0,0,44,0,,"0,3357713757",TRUE,,,,
4477,0,0,25,0,,"0,1907791907",FALSE,,,,
4484,0,0,22,0,,"0,1678856878",FALSE,,,,
4488,0,0,34,0,,"0,2594596994",FALSE,,,,
4492,0,0,31,0,,"0,2365661965",FALSE,,,,
4493,0,0,20,0,,"0,1526233526",FALSE,,,,
4496,0,0,53,0,,"0,4044518844",TRUE,,,,
4497,0,0,32,0,,"0,2441973641",FALSE,,,,
4499,0,0,48,0,,"0,3662960462",TRUE,,,,
4504,0,0,19,0,,"0,144992185",FALSE,,,,
4505,0,0,22,0,,"0,1678856878",FALSE,,,,
4506,0,0,54,1,,"0,4568551743",TRUE,,,,
4509,0,0,36,0,,"0,2747220347",FALSE,,,,
4511,0,0,63,0,,"0,4807635606",TRUE,,,,
4519,0,1,10,0,,"0,07631167629",FALSE,,,,
4520,0,0,55,0,,"0,4197142196",TRUE,,,,
4524,0,0,44,0,,"0,3357713757",TRUE,,,,
4525,0,0,27,0,,"0,206041526",FALSE,,,,
4526,0,0,20,0,,"0,1526233526",FALSE,,,,
4530,0,0,26,0,,"0,1984103584",FALSE,,,,
4537,0,0,21,0,,"0,1602545202",FALSE,,,,
4540,0,0,45,0,,"0,3434025433",TRUE,,,,
4541,0,0,22,0,,"0,1678856878",FALSE,,,,
4543,0,0,37,0,,"0,2823532023",FALSE,,,,
4547,0,0,52,0,,"0,3968207167",TRUE,,,,
4550,0,0,21,0,,"0,1602545202",FALSE,,,,
4551,0,0,25,0,,"0,1907791907",FALSE,,,,
4552,0,0,23,0,,"0,1755168555",FALSE,,,,
4554,0,0,38,0,,"0,2899843699",FALSE,,,,
4561,0,0,30,0,,"0,2289350289",FALSE,,,,
4563,0,0,19,0,,"0,144992185",FALSE,,,,
4564,0,0,24,0,,"0,1831480231",FALSE,,,,
4565,0,1,37,0,,"0,2823532023",FALSE,,,,
4566,0,0,24,0,,"0,1831480231",FALSE,,,,
4569,0,0,14,0,,"0,1068363468",FALSE,,,,
4570,0,0,13,0,,"0,09920517918",FALSE,,,,
4575,0,0,25,0,,"0,1907791907",FALSE,,,,
4576,0,0,36,0,,"0,2747220347",FALSE,,,,
4577,0,0,20,0,,"0,1526233526",FALSE,,,,
4578,0,0,22,0,,"0,1678856878",FALSE,,,,
4580,0,0,27,0,,"0,206041526",FALSE,,,,
4582,0,1,23,0,,"0,1755168555",FALSE,,,,
4584,0,0,18,0,,"0,1373610173",FALSE,,,,
4587,0,0,57,0,,"0,4349765549",TRUE,,,,
4592,0,0,52,0,,"0,3968207167",TRUE,,,,
4595,0,0,40,0,,"0,3052467052",FALSE,,,,
4596,0,0,18,0,,"0,1373610173",FALSE,,,,
4600,0,0,35,0,,"0,267090867",FALSE,,,,
4601,0,0,52,0,,"0,3968207167",TRUE,,,,
4602,0,0,34,0,,"0,2594596994",FALSE,,,,
4603,0,1,46,0,,"0,3510337109",TRUE,,,,
4604,0,0,23,0,,"0,1755168555",FALSE,,,,
4605,0,0,44,0,,"0,3357713757",TRUE,,,,
4606,0,0,59,0,,"0,4502388901",TRUE,,,,
4607,0,0,42,0,,"0,3205090404",TRUE,,,,
4608,0,0,18,0,,"0,1373610173",FALSE,,,,
4609,0,0,29,0,,"0,2213038612",FALSE,,,,
4612,0,1,49,0,,"0,3739272138",TRUE,,,,
4620,0,0,31,0,,"0,2365661965",FALSE,,,,
4632,0,0,16,0,,"0,1220986821",FALSE,,,,
4633,0,0,24,0,,"0,1831480231",FALSE,,,,
4635,0,0,31,0,,"0,2365661965",FALSE,,,,
4636,0,0,34,0,,"0,2594596994",FALSE,,,,
4640,0,0,35,0,,"0,267090867",FALSE,,,,
4645,0,0,58,0,,"0,4426077225",TRUE,,,,
4646,0,0,56,0,,"0,4273453872",TRUE,,,,
4648,0,1,25,0,,"0,1907791907",FALSE,,,,
4649,0,1,39,0,,"0,2976155375",FALSE,,,,
4654,0,0,32,0,,"0,2441973641",FALSE,,,,
4657,0,0,64,0,,"0,4883947283",TRUE,,,,
4658,0,1,21,0,,"0,1602545202",FALSE,,,,
4659,0,0,26,0,,"0,1984103584",FALSE,,,,
4661,0,0,43,0,,"0,3281402081",TRUE,,,,
4663,0,0,56,0,,"0,4273453872",TRUE,,,,
4669,0,0,32,0,,"0,2441973641",FALSE,,,,
4670,0,0,20,0,,"0,1526233526",FALSE,,,,
4671,0,1,24,0,,"0,1831480231",FALSE,,,,
4672,0,0,28,0,,"0,2136726936",FALSE,,,,
4673,0,0,12,0,,"0,09157401155",FALSE,,,,
4674,0,0,11,0,,"0,08394284392",FALSE,,,,
4677,0,0,24,0,,"0,1831480231",FALSE,,,,
4680,0,0,38,0,,"0,2899843699",FALSE,,,,
4681,0,1,35,0,,"0,267090867",FALSE,,,,
4682,0,0,79,0,,"0,6028622427",TRUE,,,,
4683,0,0,22,0,,"0,1678856878",FALSE,,,,
4688,0,0,30,0,,"0,2289350289",FALSE,,,,
4690,0,1,18,0,,"0,1373610173",FALSE,,,,
4692,0,0,46,0,,"0,3510337109",TRUE,,,,
4695,0,0,20,0,,"0,1526233526",FALSE,,,,
4696,0,0,35,0,,"0,267090867",FALSE,,,,
4699,0,0,26,1,,"0,2431824807",FALSE,,,,
4702,0,0,26,0,,"0,1984103584",FALSE,,,,
4704,0,0,35,0,,"0,267090867",FALSE,,,,
4705,0,0,18,0,,"0,1373610173",FALSE,,,,
4708,0,0,15,0,,"0,1144675144",FALSE,,,,
4711,0,0,36,0,,"0,2747220347",FALSE,,,,
4712,0,0,33,0,,"0,2518285318",FALSE,,,,
4713,0,0,41,0,,"0,3128778728",TRUE,,,,
4714,0,0,47,0,,"0,3586648786",TRUE,,,,
4716,0,0,36,0,,"0,2747220347",FALSE,,,,
4718,0,1,34,0,,"0,2594596994",FALSE,,,,
4719,0,0,24,0,,"0,1831480231",FALSE,,,,
4720,0,0,16,0,,"0,1220986821",FALSE,,,,
4723,0,0,35,0,,"0,267090867",FALSE,,,,
4724,0,0,26,0,,"0,1984103584",FALSE,,,,
4725,0,0,39,0,,"0,2976155375",FALSE,,,,
4727,0,0,23,0,,"0,1755168555",FALSE,,,,
4730,0,0,31,0,,"0,2365661965",FALSE,,,,
4731,0,0,49,0,,"0,3739272138",TRUE,,,,
4736,0,0,30,1,,"0,2737071512",FALSE,,,,
4738,0,0,21,0,,"0,1602545202",FALSE,,,,
4741,0,0,27,0,,"0,206041526",FALSE,,,,
4742,0,0,29,1,,"0,2660759835",FALSE,,,,
4745,0,0,46,0,,"0,3510337109",TRUE,,,,
4747,0,0,22,0,,"0,1678856878",FALSE,,,,
4749,0,0,26,0,,"0,1984103584",FALSE,,,,
4752,0,0,56,0,,"0,4273453872",TRUE,,,,
4754,0,0,10,0,,"0,07631167629",FALSE,,,,
4755,0,1,14,0,,"0,1068363468",FALSE,,,,
4757,0,0,35,0,,"0,267090867",FALSE,,,,
4758,0,0,13,0,,"0,09920517918",FALSE,,,,
4759,0,0,21,0,,"0,1602545202",FALSE,,,,
4760,0,1,22,0,,"0,1678856878",FALSE,,,,
4761,0,1,29,0,,"0,2213038612",FALSE,,,,
4762,0,0,32,0,,"0,2441973641",FALSE,,,,
4764,0,0,44,0,,"0,3357713757",TRUE,,,,
4766,0,0,39,0,,"0,2976155375",FALSE,,,,
4768,0,1,0,0,,0,FALSE,,,,
4769,0,1,0,0,,0,FALSE,,,,
4771,0,1,7,0,,"0,0534181734",FALSE,,,,
4772,0,0,32,0,,"0,2441973641",FALSE,,,,
4774,0,0,18,0,,"0,1373610173",FALSE,,,,
4775,0,0,49,1,,"0,4186993361",TRUE,,,,
4786,0,0,25,0,,"0,1907791907",FALSE,,,,
4787,0,0,28,0,,"0,2136726936",FALSE,,,,
4788,0,0,32,0,,"0,2441973641",FALSE,,,,
4796,0,0,20,0,,"0,1526233526",FALSE,,,,
4798,0,0,41,0,,"0,3128778728",TRUE,,,,
4799,0,0,29,0,,"0,2213038612",FALSE,,,,
4802,0,0,16,0,,"0,1220986821",FALSE,,,,
4803,0,0,65,0,,"0,4960258959",TRUE,,,,
4807,0,0,42,0,,"0,3205090404",TRUE,,,,
4809,0,1,24,0,,"0,1831480231",FALSE,,,,
4811,0,0,19,0,,"0,144992185",FALSE,,,,
4812,0,0,26,0,,"0,1984103584",FALSE,,,,
4814,0,0,26,0,,"0,1984103584",FALSE,,,,
4815,0,0,35,0,,"0,267090867",FALSE,,,,
